flow,velo,dia,t,material,Safety_Status
2936.185021,5.612,0.45,0.01427,22.5,LOW
2936.185021,5.612,0.45,0.01427,19.3,LOW
2321.094935,5.615,0.4,0.0127,22.5,LOW
2321.094935,5.615,0.4,0.0127,19.3,LOW
2326.458244,5.627,0.4,0.0127,22.5,LOW
2326.458244,5.627,0.4,0.0127,19.3,LOW
2948.59208,5.636,0.45,0.01427,22.5,LOW
2948.59208,5.636,0.45,0.01427,19.3,LOW
2950.389227,5.638,0.45,0.01427,22.5,LOW
2950.389227,5.638,0.45,0.01427,19.3,LOW
2333.083039,5.644,0.4,0.0127,22.5,LOW
2333.083039,5.644,0.4,0.0127,19.3,LOW
2335.037964,5.649,0.4,0.0127,22.5,LOW
2335.037964,5.649,0.4,0.0127,19.3,LOW
3672.820488,5.65,0.5,0.01509,22.5,LOW
3672.820488,5.65,0.5,0.01509,19.3,LOW
2335.771683,5.651,0.4,0.0127,22.5,LOW
2336.06401,5.651,0.4,0.0127,22.5,LOW
2335.771683,5.651,0.4,0.0127,19.3,LOW
2336.06401,5.651,0.4,0.0127,19.3,LOW
2959.231134,5.655,0.45,0.01427,22.5,LOW
2959.231134,5.655,0.45,0.01427,19.3,LOW
2338.677491,5.659,0.4,0.0127,22.5,LOW
2338.677491,5.659,0.4,0.0127,19.3,LOW
2964.442008,5.665,0.45,0.01427,22.5,LOW
2964.442008,5.665,0.45,0.01427,19.3,LOW
2342.262153,5.666,0.4,0.0127,22.5,LOW
2342.262153,5.666,0.4,0.0127,19.3,LOW
2349.349599,5.683,0.4,0.0127,22.5,LOW
2349.349599,5.683,0.4,0.0127,19.3,LOW
2976.297308,5.688,0.45,0.01427,22.5,LOW
2976.297308,5.688,0.45,0.01427,19.3,LOW
2354.497348,5.695,0.4,0.0127,22.5,LOW
2354.497348,5.695,0.4,0.0127,19.3,LOW
3702.604623,5.696,0.5,0.01509,22.5,LOW
2979.720484,5.696,0.45,0.01427,22.5,LOW
3702.604623,5.696,0.5,0.01509,19.3,LOW
2979.720484,5.696,0.45,0.01427,19.3,LOW
2983.796557,5.703,0.45,0.01427,22.5,LOW
2983.796557,5.703,0.45,0.01427,19.3,LOW
2358.591956,5.707,0.4,0.0127,22.5,LOW
2358.591956,5.707,0.4,0.0127,19.3,LOW
2997.089338,5.728,0.45,0.01427,22.5,LOW
2997.089338,5.728,0.45,0.01427,19.3,LOW
3000.006576,5.734,0.45,0.01427,22.5,LOW
3000.006576,5.734,0.45,0.01427,19.3,LOW
3001.642101,5.738,0.45,0.01427,22.5,LOW
3001.642101,5.738,0.45,0.01427,19.3,LOW
3732.53866,5.742,0.5,0.01509,22.5,LOW
3732.53866,5.742,0.5,0.01509,19.3,LOW
3008.540244,5.751,0.45,0.01427,22.5,LOW
3008.540244,5.751,0.45,0.01427,19.3,LOW
3740.875112,5.754,0.5,0.01509,22.5,LOW
3740.875112,5.754,0.5,0.01509,19.3,LOW
3014.689537,5.763,0.45,0.01427,22.5,LOW
3014.689537,5.763,0.45,0.01427,19.3,LOW
2383.857207,5.768,0.4,0.0127,22.5,LOW
2383.857207,5.768,0.4,0.0127,19.3,LOW
3018.625277,5.77,0.45,0.01427,22.5,LOW
3018.625277,5.77,0.45,0.01427,19.3,LOW
3022.30691,5.776,0.45,0.01427,22.5,LOW
3022.30691,5.776,0.45,0.01427,19.3,LOW
3024.58722,5.782,0.45,0.01427,22.5,LOW
3024.58722,5.782,0.45,0.01427,19.3,LOW
2391.148746,5.784,0.4,0.0127,22.5,LOW
2391.148746,5.784,0.4,0.0127,19.3,LOW
3027.194617,5.785,0.45,0.01427,22.5,LOW
3027.194617,5.785,0.45,0.01427,19.3,LOW
3033.602887,5.799,0.45,0.01427,22.5,LOW
3033.602887,5.799,0.45,0.01427,19.3,LOW
3037.316123,5.805,0.45,0.01427,22.5,LOW
3037.316123,5.805,0.45,0.01427,19.3,LOW
2400.077223,5.806,0.4,0.0127,22.5,LOW
2400.077223,5.806,0.4,0.0127,19.3,LOW
3039.45774,5.808,0.45,0.01427,22.5,LOW
3039.45774,5.808,0.45,0.01427,19.3,LOW
3043.151599,5.816,0.45,0.01427,22.5,LOW
3042.8235,5.816,0.45,0.01427,22.5,LOW
3043.151599,5.816,0.45,0.01427,19.3,LOW
3042.8235,5.816,0.45,0.01427,19.3,LOW
2406.691843,5.823,0.4,0.0127,22.5,LOW
2406.691843,5.823,0.4,0.0127,19.3,LOW
2408.14006,5.826,0.4,0.0127,22.5,LOW
2408.14006,5.826,0.4,0.0127,19.3,LOW
2411.603708,5.835,0.4,0.0127,22.5,LOW
2411.603708,5.835,0.4,0.0127,19.3,LOW
3055.563373,5.841,0.45,0.01427,22.5,LOW
3055.563373,5.841,0.45,0.01427,19.3,LOW
2415.642157,5.845,0.4,0.0127,22.5,LOW
2415.885461,5.845,0.4,0.0127,22.5,LOW
2415.642157,5.845,0.4,0.0127,19.3,LOW
2415.885461,5.845,0.4,0.0127,19.3,LOW
2421.100439,5.857,0.4,0.0127,22.5,LOW
2421.100439,5.857,0.4,0.0127,19.3,LOW
2421.687499,5.859,0.4,0.0127,22.5,LOW
2421.687499,5.859,0.4,0.0127,19.3,LOW
2424.409191,5.864,0.4,0.0127,22.5,LOW
2424.409191,5.864,0.4,0.0127,19.3,LOW
2424.798331,5.867,0.4,0.0127,22.5,LOW
2424.798331,5.867,0.4,0.0127,19.3,LOW
2428.844084,5.876,0.4,0.0127,22.5,LOW
2428.844084,5.876,0.4,0.0127,19.3,LOW
2431.275021,5.881,0.4,0.0127,22.5,LOW
2431.275021,5.881,0.4,0.0127,19.3,LOW
2434.951538,5.891,0.4,0.0127,22.5,LOW
2434.951538,5.891,0.4,0.0127,19.3,LOW
3089.046422,5.904,0.45,0.01427,22.5,LOW
3089.046422,5.904,0.45,0.01427,19.3,LOW
2446.074794,5.918,0.4,0.0127,22.5,LOW
2446.074794,5.918,0.4,0.0127,19.3,LOW
2451.496429,5.93,0.4,0.0127,22.5,LOW
2451.496429,5.93,0.4,0.0127,19.3,LOW
3103.126654,5.931,0.45,0.01427,22.5,LOW
3103.126654,5.931,0.45,0.01427,19.3,LOW
2458.488658,5.947,0.4,0.0127,22.5,LOW
2458.488658,5.947,0.4,0.0127,19.3,LOW
2460.066928,5.951,0.4,0.0127,22.5,LOW
2460.066928,5.951,0.4,0.0127,19.3,LOW
3116.432397,5.956,0.45,0.01427,22.5,LOW
3116.432397,5.956,0.45,0.01427,19.3,LOW
2467.265483,5.968,0.4,0.0127,22.5,LOW
2474.574211,5.968,0.4,0.0127,22.5,LOW
2467.265483,5.968,0.4,0.0127,19.3,LOW
2474.574211,5.968,0.4,0.0127,19.3,LOW
3125.342704,5.973,0.45,0.01427,22.5,LOW
2468.812489,5.973,0.4,0.0127,22.5,LOW
3125.342704,5.973,0.45,0.01427,19.3,LOW
2468.812489,5.973,0.4,0.0127,19.3,LOW
2472.451853,5.98,0.4,0.0127,22.5,LOW
2472.451853,5.98,0.4,0.0127,19.3,LOW
3889.94145,5.983,0.5,0.01509,22.5,LOW
3889.94145,5.983,0.5,0.01509,19.3,MODERATE
3135.036408,5.992,0.45,0.01427,22.5,LOW
3135.036408,5.992,0.45,0.01427,19.3,LOW
2478.999186,5.997,0.4,0.0127,22.5,LOW
2478.999186,5.997,0.4,0.0127,19.3,LOW
3140.768286,6.003,0.45,0.01427,22.5,LOW
3140.768286,6.003,0.45,0.01427,19.3,LOW
2481.562778,6.005,0.4,0.0127,22.5,LOW
2481.562778,6.005,0.4,0.0127,19.3,LOW
3143.649124,6.009,0.45,0.01427,22.5,LOW
3143.649124,6.009,0.45,0.01427,19.3,LOW
2486.026121,6.014,0.4,0.0127,22.5,LOW
2486.026121,6.014,0.4,0.0127,19.3,LOW
2487.885393,6.019,0.4,0.0127,22.5,LOW
2487.885393,6.019,0.4,0.0127,19.3,LOW
3153.619475,6.028,0.45,0.01427,22.5,LOW
3153.619475,6.028,0.45,0.01427,19.3,LOW
2493.391208,6.031,0.4,0.0127,22.5,LOW
2492.671292,6.031,0.4,0.0127,22.5,LOW
2493.391208,6.031,0.4,0.0127,19.3,LOW
2492.671292,6.031,0.4,0.0127,19.3,LOW
2501.779041,6.053,0.4,0.0127,22.5,LOW
2501.808487,6.053,0.4,0.0127,22.5,LOW
2501.779041,6.053,0.4,0.0127,19.3,LOW
2501.808487,6.053,0.4,0.0127,19.3,LOW
2505.006758,6.06,0.4,0.0127,22.5,LOW
2505.006758,6.06,0.4,0.0127,19.3,LOW
3942.064971,6.063,0.5,0.01509,22.5,LOW
3942.064971,6.063,0.5,0.01509,19.3,MODERATE
3181.961664,6.082,0.45,0.01427,22.5,LOW
3181.961664,6.082,0.45,0.01427,19.3,LOW
3183.67757,6.086,0.45,0.01427,22.5,LOW
3183.67757,6.086,0.45,0.01427,19.3,LOW
3962.566227,6.096,0.5,0.01509,22.5,LOW
3962.566227,6.096,0.5,0.01509,19.3,MODERATE
3190.474669,6.097,0.45,0.01427,22.5,LOW
3190.474669,6.097,0.45,0.01427,19.3,LOW
2523.934099,6.106,0.4,0.0127,22.5,LOW
2524.10346,6.106,0.4,0.0127,22.5,LOW
2523.934099,6.106,0.4,0.0127,19.3,LOW
2524.10346,6.106,0.4,0.0127,19.3,LOW
3195.103123,6.107,0.45,0.01427,22.5,LOW
3195.103123,6.107,0.45,0.01427,19.3,LOW
3199.056142,6.114,0.45,0.01427,22.5,LOW
3199.056142,6.114,0.45,0.01427,19.3,LOW
2528.514902,6.118,0.4,0.0127,22.5,LOW
2528.514902,6.118,0.4,0.0127,19.3,LOW
3984.002163,6.128,0.5,0.01509,22.5,LOW
3984.002163,6.128,0.5,0.01509,19.3,MODERATE
2539.312902,6.142,0.4,0.0127,22.5,LOW
2539.312902,6.142,0.4,0.0127,19.3,LOW
3215.456843,6.145,0.45,0.01427,22.5,LOW
3215.456843,6.145,0.45,0.01427,19.3,LOW
3217.615935,6.151,0.45,0.01427,22.5,LOW
3217.615935,6.151,0.45,0.01427,19.3,LOW
3224.198404,6.162,0.45,0.01427,22.5,LOW
2547.213095,6.162,0.4,0.0127,22.5,LOW
2547.242638,6.162,0.4,0.0127,22.5,LOW
3224.198404,6.162,0.45,0.01427,19.3,LOW
2547.213095,6.162,0.4,0.0127,19.3,LOW
2547.242638,6.162,0.4,0.0127,19.3,LOW
2551.508367,6.174,0.4,0.0127,22.5,LOW
2551.508367,6.174,0.4,0.0127,19.3,LOW
2556.018489,6.184,0.4,0.0127,22.5,LOW
2556.018489,6.184,0.4,0.0127,19.3,LOW
2561.749734,6.198,0.4,0.0127,22.5,LOW
2561.749734,6.198,0.4,0.0127,19.3,LOW
2566.302421,6.208,0.4,0.0127,22.5,LOW
2566.302421,6.208,0.4,0.0127,19.3,LOW
3253.483597,6.217,0.45,0.01427,22.5,LOW
3253.483597,6.217,0.45,0.01427,19.3,LOW
2572.128322,6.222,0.4,0.0127,22.5,LOW
2572.128322,6.222,0.4,0.0127,19.3,LOW
2572.618038,6.225,0.4,0.0127,22.5,LOW
2572.618038,6.225,0.4,0.0127,19.3,LOW
2578.592884,6.239,0.4,0.0127,22.5,LOW
2578.592884,6.239,0.4,0.0127,19.3,LOW
3265.204033,6.24,0.45,0.01427,22.5,LOW
3265.204033,6.24,0.45,0.01427,19.3,LOW
2581.894776,6.247,0.4,0.0127,22.5,LOW
2581.894776,6.247,0.4,0.0127,19.3,LOW
2582.861457,6.249,0.4,0.0127,22.5,LOW
2582.861457,6.249,0.4,0.0127,19.3,LOW
2590.330496,6.266,0.4,0.0127,22.5,LOW
2590.330496,6.266,0.4,0.0127,19.3,LOW
2591.495027,6.268,0.4,0.0127,22.5,LOW
2591.495027,6.268,0.4,0.0127,19.3,LOW
4075.700943,6.269,0.5,0.01509,22.5,LOW
4075.700943,6.269,0.5,0.01509,19.3,MODERATE
4078.613953,6.274,0.5,0.01509,22.5,LOW
4078.613953,6.274,0.5,0.01509,19.3,MODERATE
3286.371687,6.28,0.45,0.01427,22.5,LOW
3286.227852,6.28,0.45,0.01427,22.5,LOW
3286.371687,6.28,0.45,0.01427,19.3,LOW
3286.227852,6.28,0.45,0.01427,19.3,LOW
3287.560318,6.284,0.45,0.01427,22.5,LOW
3287.656296,6.284,0.45,0.01427,22.5,LOW
3287.560318,6.284,0.45,0.01427,19.3,LOW
3287.656296,6.284,0.45,0.01427,19.3,LOW
2601.995391,6.295,0.4,0.0127,22.5,LOW
2601.995391,6.295,0.4,0.0127,19.3,LOW
2608.370355,6.309,0.4,0.0127,22.5,LOW
2608.370355,6.309,0.4,0.0127,19.3,LOW
4106.896494,6.317,0.5,0.01509,22.5,LOW
4106.896494,6.317,0.5,0.01509,19.3,MODERATE
2613.94449,6.324,0.4,0.0127,22.5,LOW
2613.94449,6.324,0.4,0.0127,19.3,LOW
2616.53911,6.331,0.4,0.0127,22.5,LOW
2616.53911,6.331,0.4,0.0127,19.3,LOW
3319.694237,6.345,0.45,0.01427,22.5,LOW
3319.694237,6.345,0.45,0.01427,19.3,LOW
3323.90181,6.353,0.45,0.01427,22.5,LOW
3323.90181,6.353,0.45,0.01427,19.3,LOW
2627.922781,6.358,0.4,0.0127,22.5,LOW
2627.922781,6.358,0.4,0.0127,19.3,LOW
2634.664132,6.375,0.4,0.0127,22.5,LOW
2635.372254,6.375,0.4,0.0127,22.5,LOW
2634.664132,6.375,0.4,0.0127,19.3,LOW
2635.372254,6.375,0.4,0.0127,19.3,LOW
2635.920284,6.377,0.4,0.0127,22.5,LOW
2635.920284,6.377,0.4,0.0127,19.3,LOW
4147.242496,6.379,0.5,0.01509,22.5,LOW
4147.242496,6.379,0.5,0.01509,19.3,MODERATE
3344.45853,6.391,0.45,0.01427,22.5,LOW
3344.45853,6.391,0.45,0.01427,19.3,LOW
2642.99594,6.394,0.4,0.0127,22.5,LOW
2642.99594,6.394,0.4,0.0127,19.3,LOW
4163.154756,6.403,0.5,0.01509,22.5,LOW
3349.848791,6.403,0.45,0.01427,22.5,LOW
3349.848791,6.403,0.45,0.01427,19.3,LOW
4163.154756,6.403,0.5,0.01509,19.3,MODERATE
4170.297792,6.414,0.5,0.01509,22.5,LOW
4170.297792,6.414,0.5,0.01509,19.3,MODERATE
2656.044747,6.426,0.4,0.0127,22.5,LOW
2656.044747,6.426,0.4,0.0127,19.3,LOW
3363.012228,6.428,0.45,0.01427,22.5,LOW
2656.831793,6.428,0.4,0.0127,22.5,LOW
3363.012228,6.428,0.45,0.01427,19.3,LOW
2656.831793,6.428,0.4,0.0127,19.3,LOW
4189.475179,6.443,0.5,0.01509,22.5,LOW
4189.475179,6.443,0.5,0.01509,19.3,MODERATE
4191.085968,6.446,0.5,0.01509,22.5,LOW
4191.085968,6.446,0.5,0.01509,19.3,MODERATE
4197.285101,6.456,0.5,0.01509,22.5,LOW
4197.285101,6.456,0.5,0.01509,19.3,MODERATE
4200.836319,6.462,0.5,0.01509,22.5,LOW
2671.109525,6.462,0.4,0.0127,22.5,LOW
2671.109525,6.462,0.4,0.0127,19.3,LOW
4200.836319,6.462,0.5,0.01509,19.3,MODERATE
2672.029843,6.464,0.4,0.0127,22.5,LOW
2672.266167,6.464,0.4,0.0127,22.5,LOW
2672.029843,6.464,0.4,0.0127,19.3,LOW
2672.266167,6.464,0.4,0.0127,19.3,LOW
4205.213003,6.468,0.5,0.01509,22.5,LOW
4205.213003,6.468,0.5,0.01509,19.3,MODERATE
2674.778212,6.472,0.4,0.0127,22.5,LOW
2674.778212,6.472,0.4,0.0127,19.3,LOW
4217.4206,6.486,0.5,0.01509,22.5,LOW
4217.4206,6.486,0.5,0.01509,19.3,MODERATE
4223.62366,6.497,0.5,0.01509,22.5,LOW
4223.62366,6.497,0.5,0.01509,19.3,MODERATE
4229.834941,6.506,0.5,0.01509,22.5,LOW
3404.384996,6.506,0.45,0.01427,22.5,LOW
3404.384996,6.506,0.45,0.01427,19.3,LOW
4229.834941,6.506,0.5,0.01509,19.3,MODERATE
4230.659463,6.508,0.5,0.01509,22.5,LOW
2689.678178,6.508,0.4,0.0127,22.5,LOW
2689.678178,6.508,0.4,0.0127,19.3,LOW
4230.659463,6.508,0.5,0.01509,19.3,MODERATE
2690.898574,6.51,0.4,0.0127,22.5,LOW
2690.898574,6.51,0.4,0.0127,19.3,LOW
2692.061619,6.513,0.4,0.0127,22.5,LOW
2692.061619,6.513,0.4,0.0127,19.3,LOW
3408.317947,6.514,0.45,0.01427,22.5,LOW
3408.317947,6.514,0.45,0.01427,19.3,LOW
2693.482581,6.515,0.4,0.0127,22.5,LOW
2693.482581,6.515,0.4,0.0127,19.3,LOW
3409.301332,6.516,0.45,0.01427,22.5,LOW
3409.301332,6.516,0.45,0.01427,19.3,LOW
2694.905569,6.52,0.4,0.0127,22.5,LOW
2694.905569,6.52,0.4,0.0127,19.3,LOW
4241.070732,6.523,0.5,0.01509,22.5,LOW
4241.070732,6.523,0.5,0.01509,19.3,MODERATE
2703.373407,6.539,0.4,0.0127,22.5,LOW
2703.373407,6.539,0.4,0.0127,19.3,LOW
3424.194012,6.544,0.45,0.01427,22.5,LOW
3424.480301,6.544,0.45,0.01427,22.5,LOW
2704.532136,6.544,0.4,0.0127,22.5,LOW
3424.194012,6.544,0.45,0.01427,19.3,LOW
3424.480301,6.544,0.45,0.01427,19.3,LOW
2704.532136,6.544,0.4,0.0127,19.3,LOW
4254.962766,6.545,0.5,0.01509,22.5,LOW
4254.962766,6.545,0.5,0.01509,19.3,MODERATE
4257.377615,6.548,0.5,0.01509,22.5,LOW
4257.377615,6.548,0.5,0.01509,19.3,MODERATE
2709.297353,6.554,0.4,0.0127,22.5,LOW
2709.297353,6.554,0.4,0.0127,19.3,LOW
3433.091793,6.561,0.45,0.01427,22.5,LOW
3433.091793,6.561,0.45,0.01427,19.3,LOW
2712.910719,6.563,0.4,0.0127,22.5,LOW
2713.246088,6.563,0.4,0.0127,22.5,LOW
2712.910719,6.563,0.4,0.0127,19.3,LOW
2713.246088,6.563,0.4,0.0127,19.3,LOW
2713.679067,6.566,0.4,0.0127,22.5,LOW
2713.679067,6.566,0.4,0.0127,19.3,LOW
2717.087728,6.573,0.4,0.0127,22.5,LOW
2717.087728,6.573,0.4,0.0127,19.3,LOW
3440.046193,6.575,0.45,0.01427,22.5,LOW
3440.046193,6.575,0.45,0.01427,19.3,LOW
4280.602052,6.585,0.5,0.01509,22.5,LOW
4280.602052,6.585,0.5,0.01509,19.3,MODERATE
2726.04472,6.595,0.4,0.0127,22.5,LOW
2726.04472,6.595,0.4,0.0127,19.3,LOW
2730.94096,6.607,0.4,0.0127,22.5,LOW
2730.94096,6.607,0.4,0.0127,19.3,LOW
2732.002101,6.609,0.4,0.0127,22.5,LOW
2732.002101,6.609,0.4,0.0127,19.3,LOW
4301.448885,6.616,0.5,0.01509,22.5,LOW
4301.448885,6.616,0.5,0.01509,19.3,MODERATE
2735.484788,6.617,0.4,0.0127,22.5,LOW
2735.484788,6.617,0.4,0.0127,19.3,LOW
2739.086532,6.626,0.4,0.0127,22.5,LOW
2739.05733,6.626,0.4,0.0127,22.5,LOW
2739.086532,6.626,0.4,0.0127,19.3,LOW
2739.05733,6.626,0.4,0.0127,19.3,LOW
3467.760421,6.628,0.45,0.01427,22.5,LOW
3467.760421,6.628,0.45,0.01427,19.3,LOW
2739.623453,6.629,0.4,0.0127,22.5,LOW
2739.623453,6.629,0.4,0.0127,19.3,LOW
2742.243077,6.634,0.4,0.0127,22.5,LOW
2742.243077,6.634,0.4,0.0127,19.3,LOW
2742.605572,6.636,0.4,0.0127,22.5,LOW
2742.605572,6.636,0.4,0.0127,19.3,LOW
2743.597163,6.638,0.4,0.0127,22.5,LOW
2743.597163,6.638,0.4,0.0127,19.3,LOW
3474.979797,6.642,0.45,0.01427,22.5,LOW
3474.979797,6.642,0.45,0.01427,19.3,LOW
4319.180459,6.643,0.5,0.01509,22.5,LOW
4318.687516,6.643,0.5,0.01509,22.5,LOW
4319.180459,6.643,0.5,0.01509,19.3,MODERATE
4318.687516,6.643,0.5,0.01509,19.3,MODERATE
4320.2963,6.645,0.5,0.01509,22.5,LOW
4320.2963,6.645,0.5,0.01509,19.3,MODERATE
4322.339617,6.648,0.5,0.01509,22.5,LOW
4322.339617,6.648,0.5,0.01509,19.3,MODERATE
2750.578658,6.655,0.4,0.0127,22.5,LOW
2750.578658,6.655,0.4,0.0127,19.3,LOW
2753.96733,6.663,0.4,0.0127,22.5,LOW
2753.96733,6.663,0.4,0.0127,19.3,LOW
4337.754183,6.672,0.5,0.01509,22.5,LOW
4337.754183,6.672,0.5,0.01509,19.3,MODERATE
2761.034776,6.68,0.4,0.0127,22.5,LOW
2761.460169,6.68,0.4,0.0127,22.5,LOW
2761.034776,6.68,0.4,0.0127,19.3,LOW
2761.460169,6.68,0.4,0.0127,19.3,LOW
2764.285915,6.687,0.4,0.0127,22.5,LOW
2764.285915,6.687,0.4,0.0127,19.3,LOW
4347.591314,6.688,0.5,0.01509,22.5,LOW
4347.591314,6.688,0.5,0.01509,19.3,MODERATE
4351.90489,6.694,0.5,0.01509,22.5,LOW
4351.90489,6.694,0.5,0.01509,19.3,MODERATE
2768.406844,6.697,0.4,0.0127,22.5,LOW
2768.364257,6.697,0.4,0.0127,22.5,LOW
2768.406844,6.697,0.4,0.0127,19.3,LOW
2768.364257,6.697,0.4,0.0127,19.3,LOW
3507.176087,6.703,0.45,0.01427,22.5,LOW
3507.176087,6.703,0.45,0.01427,19.3,LOW
4359.357202,6.705,0.5,0.01509,22.5,LOW
4359.357202,6.705,0.5,0.01509,19.3,MODERATE
3515.542312,6.72,0.45,0.01427,22.5,LOW
3515.542312,6.72,0.45,0.01427,19.3,LOW
2779.64015,6.726,0.4,0.0127,22.5,LOW
2779.64015,6.726,0.4,0.0127,19.3,LOW
2783.774285,6.735,0.4,0.0127,22.5,LOW
2783.774285,6.735,0.4,0.0127,19.3,LOW
4380.212185,6.737,0.5,0.01509,22.5,LOW
4380.212185,6.737,0.5,0.01509,19.3,MODERATE
2784.776793,6.738,0.4,0.0127,22.5,LOW
2784.776793,6.738,0.4,0.0127,19.3,LOW
4385.787893,6.746,0.5,0.01509,22.5,LOW
4385.787893,6.746,0.5,0.01509,19.3,MODERATE
4389.02926,6.751,0.5,0.01509,22.5,LOW
4389.02926,6.751,0.5,0.01509,19.3,MODERATE
4390.024406,6.752,0.5,0.01509,22.5,LOW
4390.024406,6.752,0.5,0.01509,19.3,MODERATE
4391.34041,6.754,0.5,0.01509,22.5,LOW
4391.34041,6.754,0.5,0.01509,19.3,MODERATE
2793.631199,6.759,0.4,0.0127,22.5,LOW
2793.631199,6.759,0.4,0.0127,19.3,LOW
2798.709337,6.772,0.4,0.0127,22.5,LOW
2798.709337,6.772,0.4,0.0127,19.3,LOW
4405.981412,6.777,0.5,0.01509,22.5,LOW
4405.981412,6.777,0.5,0.01509,19.3,MODERATE
4408.526412,6.782,0.5,0.01509,22.5,LOW
4408.526412,6.782,0.5,0.01509,19.3,MODERATE
4410.520523,6.785,0.5,0.01509,22.5,LOW
4410.520523,6.785,0.5,0.01509,19.3,MODERATE
2812.723723,6.805,0.4,0.0127,22.5,LOW
2812.723723,6.805,0.4,0.0127,19.3,LOW
3563.36972,6.81,0.45,0.01427,22.5,LOW
3563.36972,6.81,0.45,0.01427,19.3,LOW
2817.118728,6.815,0.4,0.0127,22.5,LOW
2817.118728,6.815,0.4,0.0127,19.3,LOW
3567.84522,6.819,0.45,0.01427,22.5,LOW
3567.84522,6.819,0.45,0.01427,19.3,LOW
2822.825418,6.83,0.4,0.0127,22.5,LOW
2822.825418,6.83,0.4,0.0127,19.3,LOW
4444.553818,6.837,0.5,0.01509,22.5,LOW
4445.197715,6.837,0.5,0.01509,22.5,LOW
4444.553818,6.837,0.5,0.01509,19.3,MODERATE
4445.197715,6.837,0.5,0.01509,19.3,MODERATE
4449.956132,6.845,0.5,0.01509,22.5,LOW
4449.956132,6.845,0.5,0.01509,19.3,MODERATE
3587.167616,6.856,0.45,0.01427,22.5,LOW
3587.167616,6.856,0.45,0.01427,19.3,LOW
2834.517348,6.859,0.4,0.0127,22.5,LOW
2834.517348,6.859,0.4,0.0127,19.3,LOW
4440.828576,6.861,0.5,0.01509,22.5,LOW
4440.828576,6.861,0.5,0.01509,19.3,MODERATE
4467.215107,6.871,0.5,0.01509,22.5,LOW
4467.215107,6.871,0.5,0.01509,19.3,MODERATE
2840.533907,6.873,0.4,0.0127,22.5,LOW
2841.221115,6.873,0.4,0.0127,22.5,LOW
2840.533907,6.873,0.4,0.0127,19.3,LOW
2841.221115,6.873,0.4,0.0127,19.3,LOW
4472.98877,6.88,0.5,0.01509,22.5,LOW
4472.98877,6.88,0.5,0.01509,19.3,MODERATE
4476.03026,6.885,0.5,0.01509,22.5,LOW
4476.03026,6.885,0.5,0.01509,19.3,MODERATE
4478.093803,6.888,0.5,0.01509,22.5,LOW
4478.093803,6.888,0.5,0.01509,19.3,MODERATE
2849.021357,6.892,0.4,0.0127,22.5,LOW
2849.021357,6.892,0.4,0.0127,19.3,LOW
4491.288751,6.908,0.5,0.01509,22.5,LOW
4491.288751,6.908,0.5,0.01509,19.3,MODERATE
2858.956597,6.917,0.4,0.0127,22.5,LOW
1960.038498,6.917,0.4,0.0127,22.5,LOW
2858.956597,6.917,0.4,0.0127,19.3,LOW
1960.038498,6.917,0.4,0.0127,19.3,LOW
2860.15898,6.919,0.4,0.0127,22.5,LOW
2860.164884,6.919,0.4,0.0127,22.5,LOW
2860.15898,6.919,0.4,0.0127,19.3,LOW
2860.164884,6.919,0.4,0.0127,19.3,LOW
2861.061646,6.921,0.4,0.0127,22.5,LOW
2861.061646,6.921,0.4,0.0127,19.3,LOW
4503.378201,6.926,0.5,0.01509,22.5,LOW
4503.378201,6.926,0.5,0.01509,19.3,MODERATE
4510.282322,6.937,0.5,0.01509,22.5,LOW
4510.282322,6.937,0.5,0.01509,19.3,MODERATE
4510.989986,6.939,0.5,0.01509,22.5,LOW
4510.989986,6.939,0.5,0.01509,19.3,MODERATE
2869.841298,6.94,0.4,0.0127,22.5,LOW
2869.841298,6.94,0.4,0.0127,19.3,LOW
2879.201747,6.965,0.4,0.0127,22.5,LOW
2879.201747,6.965,0.4,0.0127,19.3,LOW
4529.230623,6.966,0.5,0.01509,22.5,LOW
4529.230623,6.966,0.5,0.01509,19.3,MODERATE
2881.515264,6.972,0.4,0.0127,22.5,LOW
2881.515264,6.972,0.4,0.0127,19.3,LOW
2884.875291,6.98,0.4,0.0127,22.5,LOW
2884.875291,6.98,0.4,0.0127,19.3,LOW
4546.574206,6.994,0.5,0.01509,22.5,LOW
4546.574206,6.994,0.5,0.01509,19.3,MODERATE
4548.107738,6.995,0.5,0.01509,22.5,LOW
4548.107738,6.995,0.5,0.01509,19.3,MODERATE
4552.520459,7.003,0.5,0.01509,22.5,LOW
4552.520459,7.003,0.5,0.01509,19.3,MODERATE
4559.703062,7.014,0.5,0.01509,22.5,LOW
4559.703062,7.014,0.5,0.01509,19.3,MODERATE
2902.319999,7.021,0.4,0.0127,22.5,LOW
2902.319999,7.021,0.4,0.0127,19.3,LOW
4569.265513,7.028,0.5,0.01509,22.5,LOW
4569.265513,7.028,0.5,0.01509,19.3,MODERATE
4572.841529,7.034,0.5,0.01509,22.5,LOW
4572.841529,7.034,0.5,0.01509,19.3,MODERATE
4573.5481,7.035,0.5,0.01509,22.5,LOW
4573.5481,7.035,0.5,0.01509,19.3,MODERATE
4576.589928,7.04,0.5,0.01509,22.5,LOW
4576.589928,7.04,0.5,0.01509,19.3,MODERATE
2911.007624,7.042,0.4,0.0127,22.5,LOW
2911.007624,7.042,0.4,0.0127,19.3,LOW
2914.597411,7.052,0.4,0.0127,22.5,LOW
